,UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,id
516,517,19,Male,Japan,$58244.000,True,True,waiting staff,Rban,tiktok,21,13.0.0,2234,Vlogs,28.0,8559.0.0,6,21.0.0,4.0,62:,Afternoon,6.0.0,4,Habit,Smartphone,Android,7:25 PM,8.0.0,2.0.0,Atschool,Mobile-Data,517
517,518,52,Male,United States,$94964.000,True,False,Waiting staff,Rban,facebook,115,5.0.0,4609,Trends_,26.0,9674.0.0,8,3.0.0,35.0,83:,Morning,9.0.0,1,Entertainment,Smartphone,Android,7:45 AM,10.0.0,0.0.0,Atwork,Mobile-Data,518
518,519,40,Female,India,$57437.000,True,True,students,Ural,tiktok,41,6.0.0,7235,Gming,10.0,6361.0.0,2,19.0.0,34.0,53:,Morning,9.0.0,1,Boredom,Tablet,Windows,7:45 AM,10.0.0,0.0.0,Athome,Mobile-Data,519
519,520,34,Male,India,$97872.000,True,False,Students,Rban,tiktok,83,1.0.0,7973,Life Hacks,15.0,615.0.0,3,13.0.0,27.0,24:,Afternoon,6.0.0,4,Boredom,Tablet,Windows,7:25 PM,8.0.0,2.0.0,Atwork,Wi-Fi,520
520,521,43,Male,Germany,$94878.000,True,True,engineer,Ural,tiktok,180,6.0.0,6611,Vlogs_,4.0,8062.0.0,7,12.0.0,10.0,56:,Night,2.0.0,8,Entertainment,Smartphone,Android,11:30 PM,4.0.0,6.0.0,Atschool,Mobile-Data,521
521,522,25,Other,India,$92982.000,True,False,labor/worker,Ural,youtube,78,18.0.0,601,Life Hacks,23.0,5977.0.0,1,3.0.0,30.0,62:,Evening,7.0.0,3,Entertainment,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Atschool,Wi-Fi,522
522,523,46,Female,India,$70583.000,True,True,Waiting staff,Rban,facebook,146,9.0.0,4285,Trends,2.0,9780.0.0,7,6.0.0,45.0,34:,Afternoon,6.0.0,4,Habit,Computer,Windows,7:25 PM,8.0.0,2.0.0,Atschool,Mobile-Data,523
523,524,43,Male,Germany,$58392.000,True,False,Teacher,Ural,tiktok_,109,15.0.0,9181,Jokes/Memes,3.0,6984.0.0,6,14.0.0,20.0,22:,Evening,7.0.0,3,Entertainment,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,524
524,525,27,Other,United States,$27461.000,False,True,artist,Rban,tiktok,155,8.0.0,4484,Jokes/Memes,7.0,8890.0.0,8,4.0.0,29.0,68:,Afternoon,6.0.0,4,Habit,Smartphone,iOS,7:25 PM,8.0.0,2.0.0,Athome,Mobile-Data,525
525,526,43,Male,India,$30516.000,False,False,waiting staff,Ural,instagram,18,19.0.0,5902,Life Hacks,23.0,4971.0.0,7,13.0.0,29.0,57:,Morning,9.0.0,1,Boredom,Smartphone,iOS,7:45 AM,10.0.0,0.0.0,Athome,Mobile-Data,526
526,527,51,Male,Pakistan,$99285.000,True,True,Students,Ural,facebook,71,16.0.0,6130,Life Hacks,16.0,5781.0.0,4,19.0.0,23.0,10:,Afternoon,6.0.0,4,Procrastination,Smartphone,iOS,7:25 PM,8.0.0,2.0.0,Atwork,Mobile-Data,527
527,528,58,Other,Japan,$37514.000,False,False,engineer,Ural,tiktok,194,6.0.0,1755,Trends,10.0,944.0.0,3,18.0.0,21.0,66:,Evening,7.0.0,3,Habit,Smartphone,iOS,3:55 PM,9.0.0,1.0.0,Atwork,Wi-Fi,528
528,529,24,Male,India,$56268.000,True,True,Artist,Rban,instagram,38,6.0.0,2465,Comedy,19.0,9114.0.0,3,29.0.0,48.0,8:,Night,2.0.0,8,Habit,Computer,Android,11:30 PM,4.0.0,6.0.0,Atschool,Mobile-Data,529
529,530,21,Female,Japan,$56788.000,True,True,waiting staff,Ural,instagram,123,3.0.0,4483,Gming,28.0,7078.0.0,4,3.0.0,43.0,97:,Night,2.0.0,8,Boredom,Smartphone,MacOS,11:30 PM,4.0.0,6.0.0,Atwork,Wi-Fi,530
530,531,62,Male,Philippines,$95749.000,True,True,artist,Ural,youtube,152,10.0.0,9687,Entertainment,17.0,1746.0.0,9,20.0.0,10.0,38:,Night,2.0.0,8,Procrastination,Tablet,Android,11:30 PM,4.0.0,6.0.0,Atschool,Wi-Fi,531
531,532,28,Female,Indonesia,$81049.000,True,True,cashier,Ural,instagram,129,1.0.0,9045,Pranks,28.0,5783.0.0,9,6.0.0,41.0,62:,Evening,7.0.0,3,Procrastination,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Athome,Mobile-Data,532
532,533,46,Male,India,$82493.000,True,False,Labor/worker,Ural,tiktok,179,14.0.0,7401,Jokes/Memes,19.0,9751.0.0,2,16.0.0,12.0,28:,Night,2.0.0,8,Entertainment,Smartphone,Windows,11:30 PM,4.0.0,6.0.0,Atwork,Mobile-Data,533
533,534,53,Female,United States,$56027.000,True,True,Students,Ural,youtube,166,4.0.0,6807,Vlogs,5.0,6907.0.0,5,20.0.0,30.0,10:,Night,2.0.0,8,Entertainment,Smartphone,Android,11:30 PM,4.0.0,6.0.0,Athome,Mobile-Data,534
534,535,42,Other,India,$62849.000,True,False,cashier,Ural,youtube,269,12.0.0,8644,Gming,23.0,9275.0.0,1,24.0.0,33.0,45:,Night,2.0.0,8,Habit,Computer,Android,11:30 PM,4.0.0,6.0.0,Athome,Wi-Fi,535
535,536,38,Male,Indonesia,$37858.000,False,True,Manager,Ural,tiktok,91,6.0.0,7397,Life Hacks,20.0,8625.0.0,4,3.0.0,18.0,65:,Night,2.0.0,8,Entertainment,Tablet,Android,11:30 PM,4.0.0,6.0.0,Atschool,Mobile-Data,536
536,537,53,Female,Philippines,$99003.000,True,False,Driver,Ural,facebook,251,11.0.0,7339,Trends_,13.0,2926.0.0,2,12.0.0,14.0,98:,Evening,7.0.0,3,Procrastination,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,537
537,538,27,Male,United States,$72395.000,True,True,driver,Ural,instagram,181,12.0.0,9951,ASMR,13.0,1089.0.0,8,19.0.0,22.0,67:,Night,2.0.0,8,Boredom,Smartphone,Android,11:30 PM,4.0.0,6.0.0,Athome,Mobile-Data,538
538,539,54,Male,India,$59758.000,True,False,students,Ural,youtube,240,10.0.0,5242,Life Hacks,11.0,2957.0.0,4,19.0.0,21.0,9:,Evening,7.0.0,3,Boredom,Tablet,Android,3:55 PM,9.0.0,1.0.0,Atwork,Mobile-Data,539
539,540,26,Other,India,$74312.000,True,True,Artist,Ural,facebook,217,18.0.0,7395,Gming,11.0,2612.0.0,5,24.0.0,1.0,5:,Evening,7.0.0,3,Boredom,Tablet,MacOS,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,540
540,541,41,Male,Japan,$88670.000,True,False,students,Rban,tiktok,84,7.0.0,6438,Trends,16.0,6047.0.0,4,4.0.0,49.0,10:,Evening,7.0.0,3,Habit,Computer,Android,3:55 PM,9.0.0,1.0.0,Commuting,Wi-Fi,541
541,542,52,Male,Indonesia,$35434.000,False,True,waiting staff,Ural,instagram,279,7.0.0,4696,Trends,15.0,6249.0.0,5,1.0.0,43.0,12:,Night,2.0.0,8,Habit,Computer,Android,11:30 PM,4.0.0,6.0.0,Atwork,Mobile-Data,542
542,543,52,Male,Japan,$84047.000,True,False,waiting staff,Rban,instagram,123,11.0.0,2589,Trends,17.0,3759.0.0,5,2.0.0,15.0,82:,Night,2.0.0,8,Boredom,Tablet,iOS,11:30 PM,4.0.0,6.0.0,Atschool,Wi-Fi,543
543,544,53,Other,Philippines,$67775.000,True,True,students,Ural,youtube,71,4.0.0,1783,Jokes/Memes,22.0,7718.0.0,5,13.0.0,36.0,58:,Night,2.0.0,8,Habit,Smartphone,iOS,11:30 PM,4.0.0,6.0.0,Athome,Mobile-Data,544
544,545,35,Other,United States,$95769.000,True,False,manager,Ural,instagram,111,1.0.0,5948,Pranks,18.0,4263.0.0,3,26.0.0,47.0,21:,Afternoon,6.0.0,4,Habit,Smartphone,Windows,7:25 PM,8.0.0,2.0.0,Commuting,Mobile-Data,545
545,546,56,Female,India,$86677.000,True,True,Labor/worker,Ural,instagram,219,13.0.0,6595,Jokes/Memes,28.0,1902.0.0,7,29.0.0,22.0,21:,Afternoon,6.0.0,4,Habit,Tablet,Windows,7:25 PM,8.0.0,2.0.0,Athome,Mobile-Data,546
546,547,49,Female,Meico,$65734.000,True,False,waiting staff,Rban,instagram,264,18.0.0,3521,Comedy,19.0,2567.0.0,3,13.0.0,32.0,65:,Evening,7.0.0,3,Habit,Tablet,MacOS,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,547
547,548,41,Female,United States,$60603.000,True,True,students,Ural,instagram,29,9.0.0,9972,ASMR,4.0,8075.0.0,2,2.0.0,46.0,3:,Evening,7.0.0,3,Boredom,Tablet,Android,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,548
548,549,40,Other,India,$96708.000,True,False,manager,Ural,tiktok,67,9.0.0,3219,Life Hacks,22.0,2994.0.0,3,19.0.0,33.0,69:,Evening,7.0.0,3,Boredom,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,549
549,550,49,Male,United States,$88803.000,True,True,Cashier,Rban,facebook,121,9.0.0,3758,Vlogs,22.0,5229.0.0,3,22.0.0,41.0,89:,Night,3.0.0,7,Habit,Smartphone,Windows,11:30 PM,5.0.0,5.0.0,Athome,Wi-Fi,550
550,551,54,Male,Japan,$59332.000,True,True,Driver,Ural,tiktok,205,10.0.0,4017,Vlogs,23.0,2010.0.0,8,24.0.0,39.0,64:,Night,3.0.0,7,Procrastination,Tablet,Android,11:30 PM,5.0.0,5.0.0,Atschool,Wi-Fi,551
551,552,29,Male,United States,$41312.000,False,True,labor/worker,Ural,tiktok,101,2.0.0,2838,ASMR,5.0,7377.0.0,4,16.0.0,23.0,49:,Afternoon,6.0.0,4,Boredom,Tablet,iOS,7:25 PM,8.0.0,2.0.0,Athome,Wi-Fi,552
552,553,30,Male,Philippines,$64179.000,True,True,engineer,Ural,youtube,61,6.0.0,6001,Comedy,7.0,830.0.0,3,12.0.0,43.0,72:,Night,3.0.0,7,Entertainment,Computer,iOS,11:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,553
553,554,40,Other,Vietnam,$91442.000,True,False,teacher,Ural,instagram,17,15.0.0,7035,Gming,2.0,48.0.0,5,1.0.0,2.0,17:,Evening,7.0.0,3,Procrastination,Tablet,iOS,3:55 PM,9.0.0,1.0.0,Athome,Wi-Fi,554
554,555,42,Male,Vietnam,$60379.000,True,True,Students,Ural,tiktok,107,3.0.0,7310,Entertainment,1.0,4210.0.0,4,9.0.0,2.0,73:,Afternoon,6.0.0,4,Boredom,Tablet,Android,7:25 PM,8.0.0,2.0.0,Athome,Mobile-Data,555
555,556,52,Male,Vietnam,$37297.000,False,False,cashier,Rban,instagram,245,11.0.0,4240,Jokes/Memes,12.0,1178.0.0,9,17.0.0,38.0,32:,Evening,7.0.0,3,Habit,Tablet,MacOS,3:55 PM,9.0.0,1.0.0,Atwork,Mobile-Data,556
556,557,58,Male,Philippines,$22011.000,False,True,manager,Rban,tiktok,78,6.0.0,4429,Jokes/Memes,10.0,5768.0.0,8,10.0.0,29.0,70:,Evening,7.0.0,3,Entertainment,Smartphone,iOS,3:55 PM,9.0.0,1.0.0,Atwork,Mobile-Data,557
557,558,47,Female,United States,$64014.000,True,False,Labor/worker,Ural,tiktok,54,3.0.0,9612,Entertainment,8.0,7878.0.0,7,18.0.0,46.0,21:,Evening,7.0.0,3,Habit,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Commuting,Mobile-Data,558
558,559,34,Female,India,$31738.000,False,True,Students,Rban,youtube,146,11.0.0,4151,Pranks,1.0,70.0.0,8,19.0.0,3.0,7:,Evening,7.0.0,3,Boredom,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Atschool,Mobile-Data,559
559,560,37,Male,Philippines,$67498.000,True,False,cashier,Rban,facebook,243,15.0.0,9523,Pranks,12.0,7686.0.0,5,7.0.0,39.0,7:,Morning,9.0.0,1,Habit,Computer,Android,7:45 AM,10.0.0,0.0.0,Atwork,Mobile-Data,560
560,561,42,Female,Vietnam,$31120.000,False,True,Waiting staff,Ural,facebook,41,13.0.0,1447,Pranks,2.0,7879.0.0,4,25.0.0,7.0,27:,Night,3.0.0,7,Habit,Smartphone,Android,11:30 PM,5.0.0,5.0.0,Atwork,Wi-Fi,561
561,562,39,Male,Indonesia,$28767.000,False,False,Waiting staff,Ural,tiktok,298,10.0.0,9633,Gming,27.0,5455.0.0,7,19.0.0,36.0,8:,Night,3.0.0,7,Habit,Smartphone,Android,11:30 PM,5.0.0,5.0.0,Athome,Wi-Fi,562
562,563,30,Male,Philippines,$42852.000,False,True,driver,Ural,youtube,135,6.0.0,6469,Trends,28.0,8258.0.0,1,24.0.0,29.0,73:,Afternoon,6.0.0,4,Entertainment,Tablet,Android,7:25 PM,8.0.0,2.0.0,Commuting,Mobile-Data,563
563,564,36,Male,Germany,$99239.000,True,False,Students,Ural,instagram,76,15.0.0,5791,Pranks,10.0,5612.0.0,6,15.0.0,37.0,28:,Evening,7.0.0,3,Procrastination,Smartphone,Android,3:55 PM,9.0.0,1.0.0,Atwork,Mobile-Data,564
564,565,53,Male,India,$20929.000,False,True,students,Ural,instagram,39,18.0.0,4176,Vlogs,22.0,5769.0.0,8,9.0.0,49.0,79:,Evening,7.0.0,3,Procrastination,Smartphone,MacOS,3:55 PM,9.0.0,1.0.0,Athome,Mobile-Data,565
565,566,29,Female,Vietnam,$97487.000,True,False,Driver,Ural,tiktok,123,18.0.0,5081,Comedy,17.0,1777.0.0,7,10.0.0,36.0,66:,Night,3.0.0,7,Habit,Smartphone,Android,11:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,566
566,567,58,Other,Brazil,$37438.000,False,True,Teacher,Ural,facebook,213,7.0.0,865,Jokes/Memes,26.0,7380.0.0,2,23.0.0,23.0,71:,Evening,5.0.0,5,Habit,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Athome,Wi-Fi,567
567,568,36,Other,India,$68515.000,True,False,Students,Ural,youtube,38,15.0.0,6861,Trends,3.0,2228.0.0,7,20.0.0,45.0,47:,Evening,5.0.0,5,Boredom,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Atschool,Mobile-Data,568
568,569,29,Male,India,$25744.000,False,True,manager,Ural,facebook,140,18.0.0,8664,Vlogs,7.0,9981.0.0,6,20.0.0,16.0,82:,Evening,5.0.0,5,Boredom,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Atwork,Mobile-Data,569
569,570,26,Other,United States,$62417.000,True,False,Students,Ural,instagram,194,18.0.0,6218,Jokes/Memes,12.0,8804.0.0,5,4.0.0,48.0,86:,Night,1.0.0,9,Procrastination,Smartphone,Android,11:30 PM,3.0.0,7.0.0,Atwork,Wi-Fi,570
570,571,24,Male,United States,$27069.000,False,True,Students,Ural,facebook,262,9.0.0,5673,Life Hacks,8.0,9814.0.0,4,6.0.0,31.0,10:,Night,1.0.0,9,Habit,Smartphone,Windows,11:30 PM,3.0.0,7.0.0,Athome,Mobile-Data,571
571,572,45,Female,India,$62359.000,True,True,Labor/worker,Ural,instagram,295,2.0.0,1503,Jokes/Memes,20.0,8888.0.0,1,4.0.0,34.0,33:,Night,1.0.0,9,Habit,Tablet,Android,11:30 PM,3.0.0,7.0.0,Athome,Mobile-Data,572
572,573,31,Male,Pakistan,$39799.000,False,True,Waiting staff,Ural,youtube,71,8.0.0,4685,Jokes/Memes,12.0,6746.0.0,2,5.0.0,1.0,7:,Evening,5.0.0,5,Procrastination,Smartphone,MacOS,3:55 PM,7.0.0,3.0.0,Athome,Wi-Fi,573
573,574,48,Female,Japan,$90188.000,True,True,waiting staff,Ural,youtube,12,2.0.0,1411,Gming,3.0,6391.0.0,7,9.0.0,18.0,3:,Night,1.0.0,9,Boredom,Smartphone,Android,11:30 PM,3.0.0,7.0.0,Athome,Wi-Fi,574
574,575,36,Female,India,$27597.000,False,False,cashier,Rban,tiktok,77,11.0.0,3771,Jokes/Memes,17.0,9429.0.0,3,12.0.0,40.0,14:,Afternoon,4.0.0,6,Boredom,Smartphone,MacOS,7:25 PM,6.0.0,4.0.0,Atschool,Mobile-Data,575
575,576,64,Male,Germany,$67093.000,True,True,students,Ural,tiktok,34,7.0.0,4660,Pranks,28.0,2406.0.0,5,23.0.0,43.0,44:,Night,1.0.0,9,Entertainment,Tablet,Android,11:30 PM,3.0.0,7.0.0,Atwork,Mobile-Data,576
576,577,33,Female,India,$57226.000,True,False,Teacher,Ural,facebook,188,6.0.0,4002,Life Hacks,9.0,8440.0.0,8,8.0.0,15.0,46:,Afternoon,4.0.0,6,Habit,Smartphone,Windows,7:25 PM,6.0.0,4.0.0,Atschool,Wi-Fi,577
577,578,22,Male,Philippines,$92127.000,True,True,waiting staff,Ural,youtube,150,10.0.0,3484,Pranks_,10.0,637.0.0,8,21.0.0,48.0,61:,Evening,5.0.0,5,Habit,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Atschool,Mobile-Data,578
578,579,52,Other,Meico,$97362.000,True,False,labor/worker,Ural,youtube,240,5.0.0,4563,Vlogs,22.0,8090.0.0,6,5.0.0,49.0,36:,Evening,5.0.0,5,Habit,Smartphone,MacOS,3:55 PM,7.0.0,3.0.0,Atwork,Mobile-Data,579
579,580,29,Male,Japan,$46417.000,False,True,Students,Ural,tiktok,172,11.0.0,599,Pranks,6.0,949.0.0,5,29.0.0,17.0,13:,Evening,5.0.0,5,Entertainment,Smartphone,Windows,3:55 PM,7.0.0,3.0.0,Atwork,Mobile-Data,580
580,581,40,Male,Brazil,$38693.000,False,False,driver,Ural,instagram,139,1.0.0,9184,Vlogs,25.0,3587.0.0,2,11.0.0,44.0,16:,Evening,5.0.0,5,Boredom,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Athome,Mobile-Data,581
581,582,38,Male,India,$99674.000,True,True,driver,Ural,facebook,255,2.0.0,3042,ASMR,1.0,1111.0.0,9,23.0.0,10.0,80:,Night,1.0.0,9,Procrastination,Smartphone,Android,11:30 PM,3.0.0,7.0.0,Atschool,Wi-Fi,582
582,583,53,Other,Japan,$73161.000,True,False,teacher,Ural,facebook,181,1.0.0,8161,Vlogs,22.0,8367.0.0,1,11.0.0,20.0,5:,Morning,7.0.0,3,Boredom,Smartphone,Windows,7:45 AM,9.0.0,1.0.0,Atschool,Mobile-Data,583
583,584,40,Female,India,$22169.000,False,True,teacher,Ural,tiktok,73,19.0.0,6392,Life Hacks,12.0,722.0.0,2,13.0.0,6.0,89:,Night,1.0.0,9,Habit,Tablet,MacOS,11:30 PM,3.0.0,7.0.0,Atschool,Wi-Fi,584
584,585,33,Male,United States,$42052.000,False,False,cashier,Ural,youtube_,40,2.0.0,7288,ASMR,5.0,3842.0.0,1,14.0.0,8.0,38:,Evening,5.0.0,5,Habit,Tablet,Windows,3:55 PM,7.0.0,3.0.0,Athome,Mobile-Data,585
585,586,56,Female,Japan,$91849.000,True,True,Labor/worker,Ural,tiktok,56,4.0.0,67,Vlogs,13.0,3674.0.0,4,28.0.0,45.0,50:,Morning,7.0.0,3,Entertainment,Smartphone,Android,7:45 AM,9.0.0,1.0.0,Atwork,Mobile-Data,586
586,587,62,Male,Vietnam,$93851.000,True,False,students,Rban,tiktok,139,12.0.0,8124,Gming,27.0,4866.0.0,4,8.0.0,34.0,38:,Night,1.0.0,9,Habit,Smartphone,iOS,11:30 PM,3.0.0,7.0.0,Atwork,Mobile-Data,587
587,588,59,Female,India,$28036.000,False,True,labor/worker,Ural,tiktok,119,18.0.0,2751,Gming,15.0,702.0.0,5,25.0.0,32.0,56:,Evening,5.0.0,5,Entertainment,Tablet,MacOS,3:55 PM,7.0.0,3.0.0,Atwork,Wi-Fi,588
588,589,56,Male,Brazil,$51778.000,True,False,Students,Ural,tiktok,78,1.0.0,8662,Comedy,22.0,2128.0.0,5,18.0.0,42.0,63:,Evening,5.0.0,5,Habit,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Atwork,Wi-Fi,589
589,590,31,Male,Vietnam,$47734.000,False,True,Waiting staff,Rban,instagram,67,1.0.0,9917,Jokes/Memes,11.0,9118.0.0,8,19.0.0,4.0,48:,Night,1.0.0,9,Boredom,Tablet,iOS,11:30 PM,3.0.0,7.0.0,Athome,Mobile-Data,590
590,591,48,Female,India,$43173.000,False,False,labor/worker,Ural,instagram,115,14.0.0,6807,Vlogs,8.0,4233.0.0,3,12.0.0,44.0,90:,Night,1.0.0,9,Boredom,Tablet,Android,11:30 PM,3.0.0,7.0.0,Athome,Wi-Fi,591
591,592,22,Male,United States,$50403.000,True,True,labor/worker,Ural,youtube,265,4.0.0,6430,Life Hacks,5.0,2517.0.0,6,12.0.0,39.0,59:,Evening,5.0.0,5,Habit,Smartphone,Android,3:55 PM,7.0.0,3.0.0,Athome,Mobile-Data,592
592,593,52,Other,United States,$86321.000,True,True,cashier,Ural,tiktok,180,5.0.0,8124,ASMR,2.0,1149.0.0,3,18.0.0,20.0,77:,Night,1.0.0,9,Entertainment,Tablet,Windows,11:30 PM,3.0.0,7.0.0,Atwork,Mobile-Data,593
593,594,40,Male,Brazil,$91675.000,True,True,Labor/worker,Ural,instagram,171,11.0.0,1632,Gming,12.0,1878.0.0,2,10.0.0,24.0,44:,Afternoon,4.0.0,6,Boredom,Tablet,Android,7:25 PM,6.0.0,4.0.0,Athome,Mobile-Data,594
594,595,46,Male,Meico,$26344.000,False,True,Cashier,Ural,youtube,295,13.0.0,6453,Gming,28.0,9445.0.0,8,7.0.0,24.0,90:,Evening,5.0.0,5,Entertainment,Tablet,iOS,3:55 PM,7.0.0,3.0.0,Atwork,Mobile-Data,595
595,596,60,Other,India,$38800.000,False,False,Labor/worker,Rban,tiktok,80,16.0.0,775,Entertainment,2.0,9675.0.0,1,28.0.0,26.0,55:,Afternoon,4.0.0,6,Entertainment,Smartphone,Android,7:25 PM,6.0.0,4.0.0,Athome,Mobile-Data,596
596,597,28,Male,United States,$45372.000,False,True,Teacher,Ural,facebook,264,13.0.0,6108,Jokes/Memes,26.0,309.0.0,9,18.0.0,25.0,55:,Night,1.0.0,9,Habit,Tablet,Android,11:30 PM,3.0.0,7.0.0,Atschool,Wi-Fi,597
597,598,35,Male,Brazil,$81516.000,True,False,Labor/worker,Ural,instagram,64,2.0.0,7805,Entertainment,16.0,3952.0.0,7,12.0.0,36.0,1:,Night,1.0.0,9,Boredom,Tablet,Android,11:30 PM,3.0.0,7.0.0,Atwork,Wi-Fi,598
598,599,64,Male,Vietnam,$40538.000,False,True,students,Ural,youtube,12,16.0.0,9679,Comedy,21.0,7728.0.0,4,14.0.0,7.0,8:,Afternoon,4.0.0,6,Boredom,Tablet,Windows,7:25 PM,6.0.0,4.0.0,Atwork,Wi-Fi,599
599,600,29,Female,United States,$83918.000,True,False,Labor/worker,Ural,facebook,35,6.0.0,4020,Pranks,3.0,3049.0.0,3,15.0.0,10.0,4:,Night,1.0.0,9,Entertainment,Computer,iOS,10:15 PM,3.0.0,7.0.0,Atschool,Wi-Fi,600
600,601,26,Female,Philippines,$34973.000,False,True,students,Ural,tiktok,135,14.0.0,930,Jokes/Memes,10.0,5766.0.0,6,16.0.0,47.0,85:,Morning,7.0.0,3,Entertainment,Tablet,Android,9:55 AM,9.0.0,1.0.0,Athome,Mobile-Data,601
601,602,27,Male,United States,$91155.000,True,False,Cashier,Ural,tiktok,62,1.0.0,3013,Life Hacks,19.0,9756.0.0,9,2.0.0,12.0,86:,Morning,7.0.0,3,Boredom,Computer,iOS,9:55 AM,9.0.0,1.0.0,Athome,Mobile-Data,602
602,603,61,Male,United States,$79500.000,True,True,students,Rban,tiktok,207,17.0.0,5025,Life Hacks,8.0,9692.0.0,9,18.0.0,1.0,53:,Night,1.0.0,9,Habit,Smartphone,Android,10:15 PM,3.0.0,7.0.0,Athome,Mobile-Data,603
603,604,34,Male,Vietnam,$56575.000,True,False,waiting staff,Rban,instagram,197,11.0.0,6265,Vlogs,7.0,6412.0.0,4,12.0.0,25.0,58:,Evening,5.0.0,5,Procrastination,Tablet,Android,4:25 PM,7.0.0,3.0.0,Atschool,Mobile-Data,604
604,605,55,Female,Indonesia,$62261.000,True,True,Waiting staff,Ural,youtube,195,19.0.0,7974,Trends,1.0,4865.0.0,5,16.0.0,16.0,37:,Night,1.0.0,9,Entertainment,Smartphone,Android,10:15 PM,3.0.0,7.0.0,Atwork,Mobile-Data,605
605,606,24,Male,Brazil,$47716.000,False,False,Waiting staff,Ural,facebook,213,3.0.0,9698,Gming,12.0,15.0.0,9,13.0.0,5.0,49:,Evening,5.0.0,5,Habit,Smartphone,Android,4:25 PM,7.0.0,3.0.0,Athome,Mobile-Data,606
606,607,63,Female,India,$23236.000,False,True,Artist,Ural,youtube,20,11.0.0,4730,Entertainment,29.0,605.0.0,2,20.0.0,19.0,67:,Evening,5.0.0,5,Entertainment,Smartphone,Android,4:25 PM,7.0.0,3.0.0,Athome,Mobile-Data,607
607,608,30,Female,United States,$35848.000,False,False,Driver,Ural,instagram,155,5.0.0,7962,ASMR,28.0,9573.0.0,2,17.0.0,4.0,19:,Morning,7.0.0,3,Entertainment,Smartphone,Android,9:55 AM,9.0.0,1.0.0,Atwork,Wi-Fi,608
608,609,57,Other,United States,$22352.000,False,True,Students,Ural,youtube,94,17.0.0,2820,Life Hacks,5.0,4908.0.0,5,18.0.0,6.0,1:,Night,1.0.0,9,Entertainment,Smartphone,Android,10:15 PM,3.0.0,7.0.0,Atschool,Mobile-Data,609
609,610,59,Male,Philippines,$21932.000,False,False,waiting staff,Ural,instagram,109,7.0.0,6656,Jokes/Memes,16.0,8006.0.0,1,3.0.0,26.0,29:,Night,1.0.0,9,Boredom,Smartphone,iOS,10:15 PM,3.0.0,7.0.0,Atwork,Mobile-Data,610
610,611,26,Male,India,$96449.000,True,True,cashier,Ural,tiktok,113,10.0.0,1185,Life Hacks,25.0,9086.0.0,8,23.0.0,49.0,87:,Evening,5.0.0,5,Boredom,Smartphone,iOS,4:25 PM,7.0.0,3.0.0,Atschool,Mobile-Data,611
611,612,44,Male,Brazil,$28556.000,False,False,driver,Ural,facebook,55,11.0.0,8481,Life Hacks,4.0,9759.0.0,5,10.0.0,39.0,33:,Afternoon,4.0.0,6,Habit,Tablet,MacOS,5:45 PM,6.0.0,4.0.0,Atwork,Mobile-Data,612
612,613,19,Other,Germany,$25498.000,False,True,Waiting staff,Ural,tiktok_,53,3.0.0,6344,Pranks,17.0,6412.0.0,2,1.0.0,39.0,52:,Morning,7.0.0,3,Entertainment,Smartphone,Android,9:55 AM,9.0.0,1.0.0,Atschool,Wi-Fi,613
613,614,22,Male,Vietnam,$96118.000,True,True,labor/worker,Ural,youtube,287,10.0.0,528,Trends,24.0,8605.0.0,9,6.0.0,9.0,41:,Afternoon,4.0.0,6,Entertainment,Smartphone,iOS,5:45 PM,6.0.0,4.0.0,Atwork,Wi-Fi,614
614,615,46,Male,Indonesia,$70098.000,True,True,driver,Ural,tiktok,190,10.0.0,917,Trends,21.0,4120.0.0,2,3.0.0,45.0,23:,Afternoon,4.0.0,6,Entertainment,Smartphone,Android,5:45 PM,6.0.0,4.0.0,Athome,Mobile-Data,615
615,616,54,Male,Brazil,$84386.000,True,True,Driver,Ural,facebook,196,14.0.0,9901,Gming,2.0,8507.0.0,7,19.0.0,14.0,5:,Evening,5.0.0,5,Procrastination,Smartphone,Android,4:25 PM,7.0.0,3.0.0,Athome,Wi-Fi,616
